#SHEETINFO | name=Działania arytmetyczne i zadania tekstowe,,,,,,,
"Mama upiekła 20 muffinek. 8 zjadły dzieci, a resztę zapakowała po równo do 4 pudełek. Ile muffinek było w każdym pudełku?",W każdym pudełku były po 3 muffinki.,Odejmowanie i dzielenie,,,,,
"W ogrodzie było 25 kwiatów. 5 uschło, a pozostałe podzielono równo na 4 rabaty. Ile kwiatów było na każdej rabacie?",Na każdej rabacie było po 5 kwiatów.,Odejmowanie i dzielenie,,,,,
Ania miała 15 cukierków. Dała 3 koleżankom po tyle samo cukierków i nie zostało jej nic. Ile cukierków dostała każda koleżanka?,Każda koleżanka dostała po 5 cukierków.,Dzielenie liczb naturalnych,,,,,
Na stole stało 12 bananów. Dzieci wzięły po 3 banany. Ile dzieci wzięło banany?,Banany wzięło 4 dzieci.,Dzielenie liczb naturalnych,,,,,
"Na wycieczkę pojechało 28 dzieci. Autobus mieści 7 osób. Ile kursów musi zrobić, aby przewieźć wszystkie dzieci?","Autobus musi zrobić 4 kursy, aby przewieźć wszystkie dzieci.",Dzielenie liczb naturalnych,,,,,
"Na boisku było 36 piłek. 12 zabrano do magazynu, a resztę podzielono po równo między 4 drużyny. Ile piłek miała każda drużyna?",Każda drużyna miała po 6 piłek.,Odejmowanie i dzielenie,,,,,
"W klasie było 28 uczniów. 10 pojechało na konkurs, a pozostałych podzielono równo na 3 grupy. Ile osób było w każdej grupie?",W każdej grupie było po 6 osób.,Odejmowanie i dzielenie,,,,,
"Na wycieczkę pojechało 40 dzieci. 12 z nich pojechało autobusem, a reszta zmieściła się po równo do 4 busów. Ile dzieci było w każdym busie?",W każdym busie było po 7 dzieci.,Odejmowanie i dzielenie,,,,,
"Zosia zebrała 48 orzechów. Po drodze zgubiła 8, a resztę rozdzieliła po równo na 4 słoiki. Ile orzechów było w każdym słoiku?",W każdym słoiku było po 10 orzechów.,Odejmowanie i dzielenie,,,,,
"Na ławce siedziało 12 gołębi. 4 z nich odleciały, a resztę podzielono równo na 2 grupy. Ile gołębi było w każdej grupie?",W każdej grupie były po 4 gołębie.,Odejmowanie i dzielenie,,,,,
"W kinie jest 60 miejsc. W pierwszym rzędzie jest 10 miejsc, a w pozostałych rzędach jest po 5 miejsc. Ile jest wszystkich rzędów?",11,Odejmowanie i dzielenie,,,,,
"Dziadek miał 30 jajek. Rozłożył je równo do 6 koszyków, a potem do każdego koszyka dołożył po 2 jajka. Ile jajek ma teraz każdy koszyk?",Każdy koszyk ma teraz po 7 jajek.,Dzielenie i dodawanie,,,,,
"W klasie były 24 kredki. Podzielono je równo między 4 uczniów, a potem jeden uczeń oddał 2 kredki koledze. Ile kredek ma teraz ten kolega?",Ten kolega ma teraz 8 kredek.,Dzielenie i dodawanie,,,,,
"W szkole było 42 książki. Rozłożono je równo na 7 półek, a potem z jednej półki zabrano 3 książki. Ile zostało na tej półce?",Na tej półce zostało 3 książki.,Dzielenie i odejmowanie,,,,,
W paczce było 19 lizaków. Rozłożono je równo na 3 talerze. Ile lizaków było na każdym talerzu i ile zostało?,"Na każdym talerzu było po 6 lizaków, a 1 lizak został.",Dzielenie z resztą,,,,,
"Tomek kupił 27 balonów. Rozdał je równo 5 kolegom, a resztę zostawił sobie. Ile balonów dostał każdy kolega i ile zostało Tomkowi?","Każdy kolega dostał po 5 balonów, a Tomkowi zostały 2 balony.",Dzielenie z resztą,,,,,
,,,,,,,
"=S184 &"" : ""&R184&"" = """,=Q184,"="" (""&T184&"" : 10) + (""&S184-T184&"" : ""&R184&"") = ""& T184/10&"" + ""&(S184-T184)/R184&""""",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),=Q184*R184,=R184*10,=S184-T184
"=S185 &"" : ""&R185&"" = """,=Q185,"="" (""&T185&"" : 10) + (""&S185-T185&"" : ""&R185&"") = ""& T185/10&"" + ""&(S185-T185)/R185&""""",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),=Q185*R185,=R185*10,=S185-T185
"=S186 &"" : ""&R186&"" = """,=Q186,"="" (""&T186&"" : 10) + (""&S186-T186&"" : ""&R186&"") = ""& T186/10&"" + ""&(S186-T186)/R186&""""",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),=Q186*R186,=R186*10,=S186-T186
"=S187 &"" : ""&R187&"" = """,=Q187,"="" (""&T187&"" : 10) + (""&S187-T187&"" : ""&R187&"") = ""& T187/10&"" + ""&(S187-T187)/R187&""""",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),=Q187*R187,=R187*10,=S187-T187
"=S188 &"" : ""&R188&"" = """,=Q188,"="" (""&T188&"" : 10) + (""&S188-T188&"" : ""&R188&"") = ""& T188/10&"" + ""&(S188-T188)/R188&""""",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),=Q188*R188,=R188*10,=S188-T188
"=S189 &"" : ""&R189&"" = """,=Q189,"="" (""&T189&"" : 10) + (""&S189-T189&"" : ""&R189&"") = ""& T189/10&"" + ""&(S189-T189)/R189&""""",~#place-after-tech-cols#~=RANDBETWEEN(10;30),=RANDBETWEEN(2;9),=Q189*R189,=R189*10,=S189-T189
"=S190 &"" : ""&R190&"" = """,=Q190,"="" (""&T190&"" : 10) + (""&S190-T190&"" : ""&R190&"") = ""& T190/10&"" + ""&(S190-T190)/R190&""""",~#place-after-tech-cols#~=RANDBETWEEN(10;40),=RANDBETWEEN(2;9),=Q190*R190,=R190*10,=S190-T190
"=S191 &"" : ""&R191&"" = """,=Q191,,~#place-after-tech-cols#~=RANDBETWEEN(110;400),=RANDBETWEEN(2;9),=Q191*R191,,
"=S192 &"" : ""&R192&"" = """,=Q192,,~#place-after-tech-cols#~=RANDBETWEEN(110;400),=RANDBETWEEN(2;9),=Q192*R192,,
"=S193 &"" : ""&R193&"" = """,=Q193,,~#place-after-tech-cols#~=RANDBETWEEN(110;400),=RANDBETWEEN(2;9),=Q193*R193,,
2763 : 9,=2763 / 9,,,,,,
1648 : 8,206,,,,,,
3642 : 6,607,,,,,,
8296 : 17,488,,,,,,
,,,,,,,
5 ⋅ (4 + 6) =,=5*(4+6),,,,,,
(75 - 25) : 5 =,=(75 - 25) / 5,,,,,,
96 - (49 : 7) =,=96 - (49 / 7) ,,,,,,
1016 - 466 =,=1016 - 466,,,,,,
,,,,,,,
36 - 6 ⋅ 4 = ,=36 - 6 * 4,,,,,,
6 ⋅ 7 : 3 =,=6 * 7 / 3,,,,,,
6 ⋅ 8 : 4 =,=6*8 / 4,,,,,,
18 + 18 : 2 =,=18 + 18 / 2 ,,,,,,
72 : 8 ⋅ 4 =,=72 / 8 * 4 ,,,,,,
,,,,,,,
12 ⋅ 7 - 44 + 6 =,=12 * 7 - 44 + 6,,,,,,
3 ⋅ (3 + 6) - 17 =,=3 * (3 + 6) - 17,,,,,,
(45 + 5) : 10 + 23 =,=(45 + 5) / 10 + 23,,,,,,
64 : 8 + (27 : 3 + 2) =,=64 / 8 + (27 / 3 + 2) ,,,,,,
(81 : 9 + 1) ⋅ (3 + 5) =,=(81 / 9 + 1) * (3 + 5) ,,,,,,
(16 - 8 ⋅ 2) ⋅ 5 + 89 =,= (16 - 8 * 2) * 5 + 89 ,,,,,,
6 + 14 : 2 + 8 =,=6 + 14 / 2 + 8 ,,,,,,
7 ⋅ 6 + 4 ⋅ 9 =,=7 * 6 + 4 * 9 ,,,,,,
63 - 3 ⋅ 12 : 4 + 2 =,=63 - 3 * 12 / 4 + 2 ,,,,,,
26 - 7 + 3 ⋅ (16 : 8) =,=26 - 7 + 3 * (16 / 8) ,,,,,,
(42 : 6 - 18 : 9) + 10 : 5 =,=(42 / 6 - 18 / 9) + 10 / 5 ,,,,,,
(67 + 33) ⋅ 40 : 20 =,=(67 + 33) * 40 / 20,,,,,,
,,,,,,,
21000 : 700 = ,=21000/700,"""Skreślamy"" wszystkie wspólne zera (w tym przypadku dwa 0) i zostaje do wyliczenia jedynie 210 : 7",~#place-after-tech-cols#~=RANDBETWEEN(1;9),=RANDBETWEEN(2;9),,,
18000 : 30 =,=18000/30,"""Skreślamy"" wszystkie wspólne zera (w tym przypadku jedno 0) i zostaje do wyliczenia jedynie 1800 : 3",~#place-after-tech-cols#~=RANDBETWEEN(1;9),=RANDBETWEEN(2;9),,,
500000 : 10000 = ,=500000 / 10000,"""Skreślamy"" wszystkie wspólne zera (w tym przypadku cztery 0) i zostaje do wyliczenia jedynie 50 : 1",~#place-after-tech-cols#~=RANDBETWEEN(1;9),=RANDBETWEEN(2;9),,,
,,,,,,,
"=S227 &"" : ""&R227&"" = """,=Q227,,~#place-after-tech-cols#~=RANDBETWEEN(110;600),=RANDBETWEEN(11;19),=Q227*R227,,
"=S228 &"" : ""&R228&"" = """,=Q228,,~#place-after-tech-cols#~=RANDBETWEEN(110;600),=RANDBETWEEN(11;19),=Q228*R228,,
"=S229 &"" : ""&R229&"" = """,=Q229,,~#place-after-tech-cols#~=RANDBETWEEN(110;600),=RANDBETWEEN(11;19),=Q229*R229,,
"=S230 &"" : ""&R230&"" = """,=Q230,,~#place-after-tech-cols#~=RANDBETWEEN(110;600),=RANDBETWEEN(11;19),=Q230*R230,,
