#SHEETINFO | name=Kl5SP Ułamki zwykłe,,,,,,
Teoria: https://matematyka.wiki/ulamki-zwykle,,,,,,
,,,,,,
"=""\( \frac{""&Q127&""}{""&R127&""} \) : ""&S127&"" = ?""","=""\( \frac{""&Q127/GCD(Q127;R127*S127)&""}{""&(R127*S127)/GCD(Q127;R127*S127)&""} \)""",,~#place-after-tech-cols#~=R127-RANDBETWEEN(1;R127-1),=RANDBETWEEN(2;10),=RANDBETWEEN(2;10),
"=""\( \frac{""&Q128&""}{""&R128&""} \) : ""&S128&"" = ?""","=""\( \frac{""&Q128/GCD(Q128;R128*S128)&""}{""&(R128*S128)/GCD(Q128;R128*S128)&""} \)""",,~#place-after-tech-cols#~=R128-RANDBETWEEN(1;R128-1),=RANDBETWEEN(2;10),=RANDBETWEEN(2;10),
"=""\( \frac{""&Q129&""}{""&R129&""} \) : ""&S129&"" = ?""","=""\( \frac{""&Q129/GCD(Q129;R129*S129)&""}{""&(R129*S129)/GCD(Q129;R129*S129)&""} \)""",,~#place-after-tech-cols#~=R129-RANDBETWEEN(1;R129-1),=RANDBETWEEN(2;10),=RANDBETWEEN(2;10),
"=""\( \frac{""&Q130&""}{""&R130&""} \) : ""&S130&"" = ?""","=""\( \frac{""&Q130/GCD(Q130;R130*S130)&""}{""&(R130*S130)/GCD(Q130;R130*S130)&""} \)""",,~#place-after-tech-cols#~=R130-RANDBETWEEN(1;R130-1),=RANDBETWEEN(2;10),=R130* RANDBETWEEN(2;9),
,,,,,,
"=""\( \frac{""&Q132&""}{""&R132&""} \) : \( \frac{""&S132&""}{""&T132&""} \) = ?""","=""\( \frac{""&(Q132*T132)/GCD(Q132*T132;R132*S132)&""}{""&(R132*S132)/GCD(Q132*T132;R132*S132)&""} \)""",,~#place-after-tech-cols#~=R132-RANDBETWEEN(1;R132-1),=RANDBETWEEN(2;8),=RANDBETWEEN(2;10),=RANDBETWEEN(2;8)
"=""\( \frac{""&Q133&""}{""&R133&""} \) : \( \frac{""&S133&""}{""&T133&""} \) = ?""","=""\( \frac{""&(Q133*T133)/GCD(Q133*T133;R133*S133)&""}{""&(R133*S133)/GCD(Q133*T133;R133*S133)&""} \)""",,~#place-after-tech-cols#~=R133-RANDBETWEEN(1;R133-1),=RANDBETWEEN(2;8),=R133* RANDBETWEEN(2;9),=RANDBETWEEN(2;8)
"=""\( \frac{""&Q134&""}{""&R134&""} \) : \( \frac{""&S134&""}{""&T134&""} \) = ?""","=""\( \frac{""&(Q134*T134)/GCD(Q134*T134;R134*S134)&""}{""&(R134*S134)/GCD(Q134*T134;R134*S134)&""} \)""",,~#place-after-tech-cols#~=R134-RANDBETWEEN(1;R134-1),=RANDBETWEEN(2;8),=R134* RANDBETWEEN(2;9),=RANDBETWEEN(2;8)
"=""\( \frac{""&Q135&""}{""&R135&""} \) : \( \frac{""&S135&""}{""&T135&""} \) = ?""","=""\( \frac{""&(Q135*T135)/GCD(Q135*T135;R135*S135)&""}{""&(R135*S135)/GCD(Q135*T135;R135*S135)&""} \)""",,~#place-after-tech-cols#~=R135-RANDBETWEEN(1;R135-1),=RANDBETWEEN(2;8),=R135* RANDBETWEEN(2;9),=RANDBETWEEN(2;8)
"=""\( \frac{""&Q136&""}{""&R136&""} \) : \( \frac{""&S136&""}{""&T136&""} \) = ?""","=""\( \frac{""&(Q136*T136)/GCD(Q136*T136;R136*S136)&""}{""&(R136*S136)/GCD(Q136*T136;R136*S136)&""} \)""",,~#place-after-tech-cols#~=R136-RANDBETWEEN(1;R136-1),=RANDBETWEEN(2;8),=R136* RANDBETWEEN(2;9),=RANDBETWEEN(2;8)
"=""\( \frac{""&Q137&""}{""&R137&""} \) : \( \frac{""&S137&""}{""&T137&""} \) = ?""","=""\( \frac{""&(Q137*T137)/GCD(Q137*T137;R137*S137)&""}{""&(R137*S137)/GCD(Q137*T137;R137*S137)&""} \)""",,~#place-after-tech-cols#~=R137-RANDBETWEEN(1;R137-1),=RANDBETWEEN(2;8),=R137* RANDBETWEEN(2;9),=RANDBETWEEN(2;8)
"=""\( \frac{""&Q138&""}{""&R138&""} \) : \( \frac{""&S138&""}{""&T138&""} \) = ?""","=""\( \frac{""&(Q138*T138)/GCD(Q138*T138;R138*S138)&""}{""&(R138*S138)/GCD(Q138*T138;R138*S138)&""} \)""",,~#place-after-tech-cols#~=R138-RANDBETWEEN(1;R138-1),=RANDBETWEEN(2;8),=R138* RANDBETWEEN(2;9),=RANDBETWEEN(2;8)
,,,,,,
Jaki jest wynik działania \( \frac{3}{4} \) + (5 - 2<sup>2</sup>)?,1 \( \frac{3}{4} \),,,,,
Oblicz: 10 - (1 + 2)<sup>2</sup> ⋅ \( \frac{1}{3} \),7,,,,,
Jaki jest wynik działania (2<sup>3</sup> + 7) ⋅ \( \frac{1}{5} \)?,3,,,,,
Oblicz wartość wyrażenia \( \frac{1}{2} \) + (8 - 2<sup>2</sup>),4 \( \frac{1}{2} \),,,,,
Oblicz wartość wyrażenia (2<sup>3</sup> + 2) ⋅ \( \frac{1}{2} \) + 5,10,,,,,
Jaki jest wynik działania 20 ⋅ \( \frac{1}{4} \) + (10 - 2<sup>2</sup>)?,11,,,,,
Oblicz: (5<sup>2</sup> - 1) : 3 ⋅ \( \frac{1}{2} \) + 6,10,,,,,
Jaki jest wynik działania (20 : 5 + 1) ⋅ \( \frac{1}{5} \) + 3<sup>2</sup>?,10,,,,,
Oblicz wartość wyrażenia 15 - (3 + 2<sup>3</sup>) : 2,9 \( \frac{1}{2} \),,,,,
,,,,,,
Zadania tekstowe,,,,,,
W klasie jest 30 uczniów. \( \frac{2}{3} \) z nich to dziewczynki. Ile dziewczynek jest w klasie?,20,,,,,
W pudełku jest 9 czerwonych i 6 zielonych piłeczek. Jaką część stanowią zielone piłeczki?,\( \frac{2}{5} \),,,,,
W koszyku jest 80 jabłek. \( \frac{3}{5} \) z nich to jabłka czerwone. Ile jabłek jest czerwonych?,48,,,,,
Na parkingu jest 16 samochodów i 4 motocykle. Jaką część pojazdów stanowią motocykle?,\( \frac{1}{5} \),,,,,
"Maja zjadła \( \frac{3}{5} \) tabliczki czekolady, czyli 60 g. Ile gramów ważyła cała tabliczka?",100 g,,,,,
Na wycieczkę pojechało 48 osób. \( \frac{5}{8} \) z nich to dzieci. Ile dzieci pojechało?,30,,,,,
"W sadzie rośnie 56 drzew, z czego \( \frac{1}{7} \) to grusze. Ile grusz rośnie w sadzie?",8,,,,,
Na wycieczkę pojechało 40 dzieci. \( \frac{3}{4} \) z nich to dziewczynki. Ile dziewczynek pojechało na wycieczkę?,30,,,,,
W pudełku jest 36 lizaków. \( \frac{1}{3} \) to lizaki wiśniowe. Ile jest lizaków wiśniowych?,12,,,,,
W sadzie jest 150 drzew. \( \frac{4}{5} \) to jabłonie. Ile jest jabłoni?,120,,,,,
W stadzie jest 25 owiec i 5 kóz. Jaką część zwierząt stanowią kozy?,\( \frac{1}{6} \),,,,,
W klasie jest 18 chłopców i 12 dziewczynek. Jaką część klasy stanowią dziewczynki?,\( \frac{2}{5} \),,,,,
W teatrze jest 400 miejsc. \( \frac{7}{10} \) zostało zajętych. Ile miejsc jest zajętych?,280,,,,,
W klasie jest 28 uczniów. \( \frac{1}{4} \) z nich ma niebieskie oczy. Ilu uczniów ma niebieskie oczy?,7,,,,,
W bibliotece jest 200 książek. \( \frac{3}{10} \) to książki przyrodnicze. Ile ich jest?,60,,,,,
W klasie jest 12 dziewczynek i 8 chłopców. Jaką część klasy stanowią dziewczynki?,\( \frac{3}{5} \),,,,,
W pudełku jest 60 cukierków. \( \frac{1}{4} \) z nich to cukierki truskawkowe. Ile cukierków jest truskawkowych?,15,,,,,
"W szafie jest 20 koszulek, z czego 8 to koszulki białe. Jaką część stanowią białe koszulki?",\( \frac{2}{5} \),,,,,
W koszyku jest 15 jabłek i 5 gruszek. Jaką część owoców stanowią gruszki?,\( \frac{1}{4} \),,,,,
W bibliotece jest 240 książek. \( \frac{3}{8} \) z nich to książki przygodowe. Ile to książek?,90,,,,,
W akwarium jest 90 ryb. \( \frac{1}{3} \) to ryby złote. Ile jest ryb złotych?,30,,,,,
W słoiku jest 120 cukierków. \( \frac{2}{3} \) to landrynki. Ile jest landrynek?,80,,,,,
W klasie jest 40 uczniów. \( \frac{3}{8} \) ma okulary. Ilu uczniów ma okulary?,15,,,,,
W pudełku jest 36 piłek. \( \frac{1}{3} \) z nich to piłki czerwone. Ile piłek jest czerwonych?,12,,,,,
W szafie jest 60 koszulek. \( \frac{1}{2} \) to koszulki białe. Ile jest białych koszulek?,30,,,,,
W pudełku jest 120 kredek. \( \frac{1}{6} \) z nich to kredki niebieskie. Ile jest niebieskich kredek?,20,,,,,
Na boisku są 54 piłki. \( \frac{5}{9} \) to piłki do koszykówki. Ile jest piłek do koszykówki?,30,,,,,
"W sklepie sprzedano 48 bułek, w tym 12 pełnoziarnistych. Jaką część stanowią pełnoziarniste?",\( \frac{1}{4} \),,,,,
"W pudełku jest 30 czekoladek, z czego 18 to nadziewane. Jaką część stanowią nadziewane?",\( \frac{3}{5} \),,,,,
Jurek przeczytał \( \frac{2}{3} \) książki liczącej 90 stron. Ile stron przeczytał?,60,,,,,
W grupie jest 14 dziewczynek i 21 chłopców. Jaką część grupy stanowią chłopcy?,\( \frac{3}{5} \),,,,,
Książka ma 120 stron. Adam przeczytał \( \frac{2}{5} \) z nich. Ile stron przeczytał?,48,,,,,
"W bibliotece jest 40 książek, z czego 10 to książki historyczne. Jaką część stanowią książki historyczne?",\( \frac{1}{4} \),,,,,
W klasie jest 20 dziewczynek i 15 chłopców. Jaką część stanowią chłopcy?,\( \frac{3}{7} \),,,,,
W pudełku było 80 cukierków. Dzieci zjadły \( \frac{5}{8} \) z nich. Ile zostało?,30,,,,,
W sklepie sprzedano 150 bułek. \( \frac{2}{5} \) to bułki pełnoziarniste. Ile sprzedano bułek pełnoziarnistych?,60,,,,,
W grupie jest 72 osoby. \( \frac{1}{6} \) to nauczyciele. Ilu jest nauczycieli?,12,,,,,
"Kuba wypił \( \frac{2}{3} \) szklanki soku, czyli 200 ml. Ile ml mieści cała szklanka?",300 ml,"Skoro \( \frac{2}{3} \) to 200 ml, to \( \frac{1}{3} \) to 100 ml. 
Cała szklanka to 3 części: 3 ⋅ 100 = 300.",,,,
"Basia przeczytała \( \frac{1}{4} \) książki, czyli 30 stron. Ile stron ma książka?",120 stron,"Jeśli \( \frac{1}{4} \) to 30 stron, to całość to 4 części.
Zatem 30 ⋅ 4 = 120 ",,,,
"Antek przejechał \( \frac{3}{8} \) trasy rowerem, czyli 15 km. Ile km liczy cała trasa?",40 km,"\( \frac{3}{8} \) = 15 km, więc \( \frac{1}{8}  \) =15 : 3 = 5 . 
Całość to 8 ⋅ 5 = 40.",,,,
"Zosia zjadła \( \frac{5}{6} \) pizzy, czyli 25 cm średnicy. Jaka była średnica całej pizzy?",30 cm,"\( \frac{5}{6} \) = 25 cm, więc \( \frac{1}{6} \) = 25 : 5 = 5. 
Całość to 6 ⋅ 5 = 30.",,,,
"Tomek wydał \( \frac{3}{4} \) swoich oszczędności, czyli 150 zł. Ile zł miał na początku?",200,"\( \frac{3}{4} \) = 150 zł, więc \( \frac{1}{4} \) = 150 : 3 = 50. 
Całość to 4 ⋅ 50 = 200.",,,,
"Ola przejechała \( \frac{2}{5} \) trasy autobusem, czyli 18 km. Ile km miała cała trasa?",45 km,"\( \frac{2}{5} \) = 18 km, więc \( \frac{1}{5} \) = 18 : 2 = 9. 
Całość to 5 ⋅ 9 = 45.",,,,
"Worek z jabłkami waży \( \frac{7}{10} \) całej wagi, czyli 14 kg. Ile kg ważą wszystkie jabłka?",20 kg,"\( \frac{7}{10} \) = 14 kg, więc \( \frac{1}{10} \) = 14 : 7 = 2.
Całość to 10 ⋅ 2 = 20.",,,,
"Piotrek odrobił \( \frac{4}{9} \) zadania domowego, czyli 12 przykładów. Ile przykładów jest w całym zadaniu?",27 przykładów,"\( \frac{4}{9} \) = 12, więc \( \frac{1}{9} \) = 12 : 4 = 3.
Całość to 9 ⋅ 3 = 27.",,,,
